Mother Total Momentum (GeV/c), Mother Transverse Momentum (GeV/c), Mother Fraction of Transverse Momentum, Opening Angle (rad), Decay Angle (rad), Impact Parameter (cm), Daughter1 Total Momentum (GeV/c), Daughter1 Transverse Momentum (GeV/c), Daughter1 Fraction of Transverse Momentum, Daughter2 Total Momentum (GeV/c), Daughter2 Transverse Momentum (GeV/c), Daughter2 Fraction of Transverse Momentum, Decay Z (cm), Decay X (cm), Decay Y (cm), Event type
20.48083964657805, 0.66177385564984, 0.03231185181220876, 0.04359844709095827, 3.141592653589793, 152.63990752063447, 17.304144655470417, 0.6750139674606687, 0.03900880285621481, 3.173769880575915, 0.022003296433544227, 0.006932858165996424, -576.2884440014948, 1.8890028904867064, -62.4592872843719, 1
30.301446074221285, 0.39489272614064735, 0.013032141277131959, 0.03179445669140017, 3.141592653589793, 113.39526248280507, 26.67529215450677, 0.3487865478838963, 0.013075266275011314, 3.626730605943281, 0.11761648826742487, 0.032430445226530366, 369.27878252472266, 46.35560872405278, -189.25292681979428, 1
23.974098006047154, 0.17096781509719935, 0.007131355475983912, 0.03724425863836131, 3.141592653589793, 94.43358275811336, 17.234983660766037, 0.21181399980790616, 0.012289770850788943, 6.7424677568548415, 0.189707714430988, 0.028136243475264455, -2182.46190792923, -51.87970548590367, 27.019805032678, 1
8.121366070741752, 0.44956975361039025, 0.055356420298553234, 0.07649075830395065, 3.141592653589793, 483.6219503924508, 7.164393874019812, 0.41386531240552027, 0.05776696810407325, 0.9579913994762009, 0.07330638785317183, 0.07652092481545598, 642.9575409864991, -137.8278113499483, 101.39039231520636, 1
11.54233508979643, 0.23754493264911078, 0.02058031852316465, 0.09183099510783314, 3.141592638688632, 178.10829083894242, 9.69574201427582, 0.32470553017777704, 0.0334894977300022, 1.8576152562828987, 0.11387354253917227, 0.06130092986371895, -385.78376220458097, -3.504126683102264, 103.4750074344209, 1
50.46458437821574, 0.5376511860542195, 0.010654029804836946, 0.016703546148376394, 3.141592653589793, 57.511877785060115, 14.145301265086147, 0.2667483488109548, 0.01885773542832566, 36.331726262282714, 0.3581982289133465, 0.009859102931896884, -470.49535806461836, 19.024802334431506, -32.54112210573777, 1
12.126136375347182, 0.12897289354860914, 0.01063594285569929, 0.06518064804758947, 3.141592653589793, 165.92897029616475, 6.956337922024203, 0.2558997388850032, 0.03678655950206337, 5.1876882164872695, 0.15377357434352495, 0.02964202317610548, -1738.5988336186072, 14.678836543198207, 183.57808561473684, 1
8.324289304643871, 0.4776806012659997, 0.057383950002736696, 0.08941783862924292, 3.141592638688632, 389.89154290438086, 6.318533482470573, 0.32196047130977135, 0.050954936331821646, 2.0123430912200755, 0.2152874637760606, 0.10698347847112526, 121.09309996050717, -40.16833276818373, -22.21690532331026, 1
8.648425170641824, 0.18517671770724123, 0.021411611253323564, 0.10250999996410767, 3.1415926325163688, 194.07984209138482, 6.68366804246597, 0.29898141744301754, 0.04473313389345216, 1.9735590641412728, 0.11397142727856682, 0.057749184886015874, -735.8570686256029, 19.682114328323415, -73.73665653962458, 1
9.218912972394614, 0.13708582672037303, 0.014870064087910027, 0.08563204061973695, 3.141592653589793, 205.65183504076012, 5.997841221465754, 0.2611475237349342, 0.04354025291638429, 3.2280089633932154, 0.1397252560575865, 0.043285275116061096, -1489.4513848000868, 82.5460794501447, 106.85377033491964, 1
16.876562258465178, 0.055053686116346534, 0.0032621386555625066, 0.05031393671004482, 3.141592653589793, 77.73017448985632, 10.24186420694867, 0.17003028666215744, 0.01660149785493144, 6.637622380327232, 0.22390402179757685, 0.03373256400683319, -1332.1198062679578, -77.98770553666873, -30.76837371549331, 1
59.34889511119277, 0.29761738018726414, 0.005014708018231256, 0.0103543702184447, 3.141592653589793, 15.957578686461131, 17.301288779873, 0.15280789951795035, 0.008832168600972396, 42.052095993773804, 0.24753920324944728, 0.005886489065517631, -1025.6651975187112, -31.461121700797843, 33.56016327122192, 1
58.32307449309721, 0.34249847611312245, 0.005872435208360949, 0.018011785995225994, 3.141592653589793, 33.715641840020275, 52.93158904466918, 0.2733552851024066, 0.0051643128429739935, 5.418612348560413, 0.10948024497681183, 0.020204480028156644, -3.377790691214434, -67.58994576683077, 18.150150749841124, 1
7.60522250051917, 0.21421297189067623, 0.02816656210598086, 0.08892506238141344, 3.141592653589793, 350.5596188851579, 5.248462151473421, 0.20188056028815463, 0.038464707272677943, 2.3630068116086766, 0.16184903293616995, 0.06849283385094736, 1714.2850706349561, 15.322225745598864, -107.1881089434494, 1
11.619598664329368, 0.5169115379131781, 0.04448617829633206, 0.08589192784088026, 3.141592653589793, 184.65558660200006, 9.960140531389191, 0.531217674527374, 0.05333435535906865, 1.6678663238958968, 0.09374250289827867, 0.0562050456653562, -925.9597069490986, -15.223983472932048, 94.75182125262633, 1
18.316688616937604, 0.6017574419891726, 0.032852960192418304, 0.04460778870689622, 3.141592653589793, 198.415324129383, 16.78537971503889, 0.6012613148834233, 0.035820536984618956, 1.5282474576515055, 0.03498581232773704, 0.022892766582121835, 1165.3589299261225, -9.232428542606046, -236.3958449680229, 1
9.489643934637561, 0.5438817317166729, 0.0573131864022299, 0.08903803463680515, 3.141592653589793, 410.6837843322535, 5.156436075670276, 0.1227708483726597, 0.02380924471301643, 4.341075938138307, 0.4509238878815618, 0.10387376178333864, 788.9816452582747, -69.75723853097388, 103.54474806823323, 1
